user_id,top_concept_names,top_concept_acts,overlap,new_items,popular_before,popular_after
5681,popularity|contemporary|Documentary,+0.395|+0.336|+0.275,11,9,18,14
5680,Mystery|Crime|Thriller,+0.939|+0.313|+0.274,18,2,0,1
5679,Action|Adventure|Sci-Fi,+0.883|+0.267|+0.263,11,9,4,8
5678,War|popularity|Documentary,+0.542|+0.417|+0.235,12,8,10,10
5676,Comedy|modern|Romance,+0.772|+0.360|+0.144,10,10,1,2
5675,contemporary|popularity|Sci-Fi,+0.659|+0.267|+0.248,10,10,5,5
5674,Drama|modern|popularity,+0.523|+0.482|+0.327,8,12,14,15
5673,Horror|retro|popularity,+0.485|+0.417|+0.348,7,13,12,14
5672,modern|contemporary|Documentary,+0.328|+0.296|+0.226,11,9,6,11
5671,Romance|popularity|War,+0.684|+0.602|+0.262,4,16,14,6
5670,Action|contemporary|popularity,+0.663|+0.583|+0.561,11,9,12,10
5669,Comedy|popularity|Musical,+0.902|+0.306|+0.236,4,16,7,10
5668,Horror|popularity|Musical,+0.525|+0.499|+0.333,11,9,9,7
5667,classic|contemporary|Western,+0.363|+0.297|+0.261,13,7,9,9
5666,popularity|modern|Documentary,+0.540|+0.461|+0.223,7,13,18,18
5665,popularity|Thriller|Mystery,+0.611|+0.308|+0.240,2,18,18,12
5664,popularity|modern|contemporary,+0.650|+0.398|+0.232,13,7,20,20
5663,popularity|retro|Thriller,+0.575|+0.316|+0.182,3,17,17,15
5662,Comedy|popularity|modern,+0.727|+0.430|+0.342,8,12,14,12
5661,Animation|Musical|popularity,+0.867|+0.425|+0.387,14,6,3,3
5660,Sci-Fi|retro|popularity,+0.686|+0.550|+0.397,10,10,13,7
5659,modern|popularity|Thriller,+0.577|+0.201|+0.200,7,13,5,2
5658,Crime|Mystery|Action,+0.878|+0.317|+0.256,15,5,3,5
5657,modern|popularity|Thriller,+0.609|+0.277|+0.132,7,13,7,10
5656,Drama|popularity|modern,+0.724|+0.308|+0.241,12,8,8,9
5655,contemporary|popularity|Animation,+0.790|+0.468|+0.233,11,9,8,9
5654,popularity|modern|Drama,+0.530|+0.334|+0.235,2,18,14,11
5653,contemporary|popularity|Animation,+0.930|+0.348|+0.218,9,11,3,7
5652,Drama|modern|Romance,+0.553|+0.469|+0.147,9,11,0,1
5651,Crime|popularity|Mystery,+0.840|+0.320|+0.314,15,5,4,3
5650,popularity|Musical|Romance,+0.619|+0.303|+0.269,7,13,18,17
5649,modern|Comedy|Romance,+0.607|+0.178|+0.172,8,12,3,6
5648,popularity|Sci-Fi|modern,+0.667|+0.560|+0.262,10,10,17,17
5647,Crime|popularity|Action,+0.746|+0.561|+0.484,6,14,15,10
5646,classic|Musical|popularity,+0.441|+0.343|+0.325,9,11,4,4
5645,popularity|modern|Animation,+0.539|+0.514|+0.212,1,19,13,10
5644,popularity|modern|Romance,+0.614|+0.470|+0.349,6,14,17,12
5643,retro|popularity|Sci-Fi,+0.343|+0.205|+0.203,14,6,10,7
5642,Animation|Musical|Fantasy,+0.720|+0.445|+0.423,13,7,3,5
5641,Comedy|modern|popularity,+0.731|+0.374|+0.199,9,11,2,2
5677,Thriller|popularity|Mystery,+0.813|+0.348|+0.309,14,6,5,5
5640,contemporary|Animation|Fantasy,+0.293|+0.259|+0.254,13,7,5,8
5639,popularity|Documentary|contemporary,+0.401|+0.394|+0.248,14,6,17,19
5638,Drama|Fantasy|retro,+0.398|+0.293|+0.193,9,11,2,7
5637,contemporary|popularity|Mystery,+0.765|+0.429|+0.240,15,5,7,7
5636,popularity|Drama|classic,+0.283|+0.265|+0.219,11,9,4,5
5635,popularity|Adventure|modern,+0.443|+0.416|+0.321,13,7,15,16
5634,popularity|Musical|Mystery,+0.353|+0.268|+0.268,17,3,6,6
5633,Drama|popularity|classic,+0.448|+0.393|+0.304,13,7,16,19
5632,Drama|popularity|War,+0.587|+0.493|+0.231,10,10,14,10
5631,popularity|Documentary|Drama,+0.457|+0.317|+0.269,10,10,19,17
5630,Crime|popularity|Mystery,+0.670|+0.471|+0.259,7,13,9,6
5629,classic|Drama|Documentary,+0.596|+0.368|+0.303,8,12,6,16
5628,Action|popularity|Sci-Fi,+0.549|+0.472|+0.229,12,8,20,19
5627,Comedy|popularity|modern,+0.754|+0.326|+0.239,11,9,12,13
5626,War|Western|Fantasy,+0.771|+0.406|+0.363,12,8,5,10
5625,Comedy|popularity|Documentary,+0.888|+0.329|+0.199,9,11,10,8
5624,Crime|popularity|Mystery,+0.805|+0.378|+0.243,11,9,13,9
5623,modern|popularity|Animation,+0.550|+0.485|+0.171,4,16,15,15
5622,Mystery|popularity|Comedy,+0.567|+0.394|+0.391,12,8,6,4
5621,popularity|classic|Fantasy,+0.296|+0.178|+0.176,6,14,2,0
5620,contemporary|popularity|Animation,+0.708|+0.548|+0.262,13,7,11,9
5619,Fantasy|Adventure|Animation,+0.939|+0.370|+0.319,6,14,2,15
5618,Adventure|popularity|Action,+0.652|+0.513|+0.396,13,7,17,13
5617,Sci-Fi|popularity|Fantasy,+0.820|+0.384|+0.324,9,11,15,13
5616,War|Western|popularity,+0.960|+0.382|+0.318,10,10,7,4
5615,retro|Drama|popularity,+0.573|+0.344|+0.274,11,9,6,7
5614,Adventure|Fantasy|Animation,+0.712|+0.674|+0.352,8,12,0,4
5613,Comedy|popularity|Musical,+0.854|+0.334|+0.212,5,15,11,9
5612,retro|Action|popularity,+0.282|+0.262|+0.206,19,1,1,1
5611,Action|popularity|War,+0.725|+0.519|+0.262,9,11,17,11
5610,popularity|modern|Drama,+0.574|+0.466|+0.156,7,13,16,16
5609,classic|Sci-Fi|Fantasy,+0.511|+0.396|+0.291,9,11,10,17
5608,Drama|popularity|contemporary,+0.561|+0.549|+0.222,14,6,19,17
5607,Comedy|modern|popularity,+0.828|+0.357|+0.209,6,14,4,5
5606,Romance|popularity|Musical,+0.862|+0.407|+0.244,7,13,14,9
5605,popularity|modern|Drama,+0.343|+0.250|+0.192,14,6,11,11
5604,Comedy|popularity|modern,+0.814|+0.314|+0.255,13,7,7,6
5603,retro|Drama|popularity,+0.620|+0.593|+0.199,10,10,1,1
5602,contemporary|popularity|Documentary,+0.811|+0.462|+0.255,13,7,11,11
5601,Documentary|popularity|Fantasy,+0.883|+0.302|+0.245,14,6,1,2
5600,Comedy|popularity|retro,+0.684|+0.456|+0.384,5,15,14,14
5599,Action|Adventure|popularity,+0.695|+0.320|+0.301,13,7,1,1
5598,contemporary|popularity|Animation,+0.923|+0.415|+0.273,16,4,4,4
5597,Musical|classic|popularity,+0.738|+0.481|+0.369,11,9,6,7
5596,War|popularity|retro,+0.686|+0.548|+0.279,11,9,11,7
5595,Sci-Fi|popularity|Fantasy,+0.557|+0.404|+0.314,15,5,17,18
5594,contemporary|popularity|Documentary,+0.879|+0.320|+0.238,13,7,5,6
5593,contemporary|popularity|Animation,+0.676|+0.517|+0.234,16,4,12,14
5592,popularity|Documentary|retro,+0.500|+0.277|+0.266,7,13,18,16
5591,popularity|contemporary|Documentary,+0.429|+0.324|+0.206,11,9,11,11
5590,Drama|popularity|Crime,+0.600|+0.285|+0.236,6,14,9,5
5589,Mystery|Crime|popularity,+0.940|+0.365|+0.339,12,8,4,3
5588,Drama|popularity|War,+0.600|+0.303|+0.199,6,14,11,9
5587,popularity|modern|Drama,+0.528|+0.495|+0.213,8,12,19,19
5586,modern|popularity|Documentary,+0.471|+0.471|+0.264,13,7,20,20
5585,contemporary|popularity|Documentary,+0.468|+0.387|+0.250,10,10,11,16
5584,Horror|Sci-Fi|Mystery,+0.917|+0.307|+0.222,12,8,1,1
5583,Western|popularity|contemporary,+0.421|+0.357|+0.336,14,6,8,5
5582,classic|popularity|Musical,+0.465|+0.287|+0.285,9,11,5,6
5581,Action|popularity|Crime,+0.808|+0.506|+0.249,1,19,19,12
5580,popularity|retro|War,+0.521|+0.165|+0.137,7,13,16,12
5578,Comedy|popularity|contemporary,+0.646|+0.585|+0.196,9,11,14,13
5579,popularity|Animation|Musical,+0.376|+0.242|+0.213,17,3,8,7
5577,popularity|retro|Romance,+0.274|+0.202|+0.182,15,5,6,2
5576,popularity|Action|Adventure,+0.651|+0.557|+0.205,5,15,20,14
5575,Western|contemporary|popularity,+0.421|+0.351|+0.330,14,6,9,6
5574,popularity|Horror|Animation,+0.469|+0.439|+0.325,4,16,15,3
5573,Romance|popularity|Mystery,+0.748|+0.324|+0.246,8,12,12,4
5572,Drama|popularity|Documentary,+0.486|+0.373|+0.290,11,9,15,16
5571,Horror|popularity|classic,+0.702|+0.331|+0.295,14,6,7,9
5570,popularity|classic|Musical,+0.443|+0.431|+0.352,9,11,7,5
5569,popularity|retro|Fantasy,+0.340|+0.316|+0.208,6,14,14,5
5568,Musical|popularity|Animation,+0.662|+0.509|+0.396,17,3,9,7
5567,Western|classic|War,+0.941|+0.423|+0.377,11,9,4,6
5566,popularity|contemporary|Drama,+0.447|+0.353|+0.266,9,11,10,9
5565,Comedy|modern|popularity,+0.825|+0.372|+0.216,6,14,5,6
5564,Fantasy|Animation|Musical,+0.202|+0.184|+0.184,13,7,4,5
5563,popularity|Drama|Musical,+0.479|+0.417|+0.291,9,11,17,14
5562,popularity|Comedy|modern,+0.691|+0.370|+0.242,4,16,19,17
5561,modern|popularity|Drama,+0.633|+0.335|+0.177,5,15,11,8
5560,Comedy|popularity|Musical,+0.798|+0.463|+0.222,7,13,18,14
5559,Drama|modern|popularity,+0.655|+0.449|+0.402,8,12,9,13
5558,Fantasy|Animation|Musical,+0.825|+0.429|+0.360,13,7,1,5
5557,popularity|contemporary|Horror,+0.625|+0.414|+0.216,9,11,16,14
5556,Documentary|Fantasy|popularity,+0.964|+0.224|+0.218,18,2,1,1
5555,Fantasy|popularity|Drama,+0.625|+0.397|+0.390,14,6,4,8
5554,Horror|popularity|Sci-Fi,+0.881|+0.323|+0.310,7,13,6,3
5553,retro|popularity|Fantasy,+0.746|+0.290|+0.228,9,11,9,5
5552,Musical|retro|classic,+0.164|+0.148|+0.133,14,6,2,2
5551,Horror|Sci-Fi|Mystery,+0.919|+0.313|+0.228,10,10,0,0
5550,Animation|Musical|popularity,+0.895|+0.425|+0.346,12,8,1,0
5549,Crime|popularity|Mystery,+0.947|+0.322|+0.310,7,13,4,5
5548,modern|popularity|Drama,+0.658|+0.389|+0.246,0,20,7,8
5547,Comedy|popularity|Documentary,+0.870|+0.295|+0.169,10,10,5,4
5546,Horror|Sci-Fi|popularity,+0.891|+0.320|+0.261,5,15,5,1
5545,popularity|Comedy|retro,+0.721|+0.362|+0.174,3,17,18,10
5544,popularity|contemporary|Fantasy,+0.316|+0.297|+0.269,13,7,10,10
5543,popularity|Documentary|contemporary,+0.522|+0.316|+0.312,13,7,19,20
5542,classic|Musical|Western,+0.479|+0.289|+0.285,15,5,3,4
5541,popularity|Mystery|Crime,+0.450|+0.344|+0.315,13,7,16,13
5540,War|popularity|classic,+0.733|+0.337|+0.335,15,5,9,6
5539,Mystery|Crime|popularity,+0.291|+0.243|+0.230,17,3,4,3
5538,classic|Musical|Western,+0.694|+0.447|+0.370,9,11,0,1
5537,classic|Documentary|War,+0.491|+0.327|+0.287,6,14,7,15
5536,popularity|classic|contemporary,+0.362|+0.352|+0.320,10,10,9,11
5535,popularity|retro|War,+0.410|+0.408|+0.357,13,7,8,3
5534,Adventure|Fantasy|Action,+0.940|+0.340|+0.339,8,12,1,4
5533,Action|popularity|War,+0.431|+0.370|+0.303,15,5,18,18
5532,Romance|Musical|Adventure,+0.729|+0.326|+0.266,13,7,1,3
5531,Action|Sci-Fi|Adventure,+0.873|+0.302|+0.297,11,9,6,7
5530,Romance|popularity|Musical,+0.897|+0.314|+0.254,7,13,8,3
5529,contemporary|Documentary|popularity,+0.830|+0.369|+0.308,11,9,6,9
5528,Drama|classic|popularity,+0.367|+0.364|+0.342,8,12,5,9
5527,popularity|modern|Mystery,+0.607|+0.497|+0.152,3,17,16,15
5526,Drama|popularity|War,+0.769|+0.285|+0.211,4,16,6,1
5525,popularity|Comedy|modern,+0.597|+0.424|+0.381,6,14,18,14
5524,Comedy|Musical|Fantasy,+0.865|+0.173|+0.151,11,9,2,2
5523,War|popularity|Western,+0.618|+0.462|+0.241,14,6,11,10
5522,contemporary|popularity|Animation,+0.691|+0.485|+0.250,13,7,8,11
5521,contemporary|popularity|Horror,+0.699|+0.598|+0.225,12,8,10,8
5520,Comedy|contemporary|popularity,+0.494|+0.392|+0.327,8,12,3,3
5519,Sci-Fi|contemporary|popularity,+0.511|+0.453|+0.429,10,10,11,11
5518,popularity|contemporary|Sci-Fi,+0.366|+0.294|+0.268,15,5,10,8
5517,popularity|Documentary|Drama,+0.308|+0.288|+0.262,9,11,6,7
5516,Thriller|modern|popularity,+0.593|+0.508|+0.348,8,12,10,7
5515,Action|popularity|Sci-Fi,+0.537|+0.530|+0.235,11,9,20,20
5514,Animation|Fantasy|contemporary,+0.301|+0.275|+0.225,14,6,6,10
5513,Musical|classic|popularity,+0.307|+0.280|+0.271,9,11,6,2
5512,Animation|Fantasy|Adventure,+0.528|+0.523|+0.478,11,9,0,0
5511,classic|Documentary|popularity,+0.374|+0.340|+0.294,10,10,13,15
5510,Comedy|popularity|modern,+0.634|+0.612|+0.214,11,9,19,19
5509,Drama|modern|popularity,+0.835|+0.213|+0.200,3,17,1,1
5508,Fantasy|Adventure|Animation,+0.925|+0.353|+0.336,10,10,5,12
5507,popularity|Animation|Musical,+0.277|+0.257|+0.225,19,1,7,6
5506,Fantasy|Animation|Adventure,+0.818|+0.406|+0.337,14,6,1,6
5505,Action|popularity|Adventure,+0.875|+0.392|+0.278,7,13,14,10
5504,Comedy|Documentary|Fantasy,+0.671|+0.329|+0.239,16,4,0,0
5503,popularity|modern|Drama,+0.544|+0.526|+0.237,6,14,18,19
5502,contemporary|Fantasy|modern,+0.330|+0.242|+0.240,14,6,5,11
5501,Comedy|Documentary|Fantasy,+0.566|+0.365|+0.273,15,5,0,0
5500,modern|Drama|popularity,+0.508|+0.443|+0.272,7,13,8,8
5499,popularity|modern|Romance,+0.562|+0.508|+0.186,4,16,17,11
5498,Comedy|modern|popularity,+0.719|+0.410|+0.381,8,12,14,10
5497,Action|popularity|Adventure,+0.849|+0.395|+0.298,6,14,15,9
5496,popularity|contemporary|Romance,+0.270|+0.251|+0.246,17,3,7,5
5495,popularity|Western|contemporary,+0.405|+0.346|+0.334,15,5,10,8
5494,Comedy|popularity|Musical,+0.564|+0.302|+0.232,12,8,15,11
5493,contemporary|popularity|Documentary,+0.724|+0.417|+0.230,13,7,7,12
5491,contemporary|popularity|Animation,+0.754|+0.568|+0.288,12,8,9,8
5490,Mystery|popularity|Crime,+0.788|+0.373|+0.283,10,10,4,3
5492,popularity|contemporary|Fantasy,+0.352|+0.315|+0.285,16,4,5,3
5489,Comedy|popularity|Musical,+0.729|+0.601|+0.191,1,19,14,13
5488,Fantasy|popularity|Adventure,+0.817|+0.523|+0.271,15,5,12,10
5487,popularity|Romance|Fantasy,+0.734|+0.536|+0.226,4,16,19,13
5486,Crime|popularity|Mystery,+0.924|+0.367|+0.268,6,14,7,8
5485,popularity|Sci-Fi|Action,+0.486|+0.318|+0.300,9,11,11,6
5484,Thriller|popularity|Crime,+0.577|+0.521|+0.305,8,12,16,16
5483,Drama|contemporary|popularity,+0.540|+0.208|+0.187,15,5,0,1
5482,modern|popularity|Animation,+0.546|+0.458|+0.155,4,16,14,10
5481,popularity|Animation|contemporary,+0.244|+0.226|+0.207,13,7,8,6
5480,Musical|Animation|Western,+0.912|+0.443|+0.336,14,6,1,4
5479,modern|popularity|Drama,+0.534|+0.494|+0.316,3,17,8,10
5478,popularity|modern|Romance,+0.672|+0.377|+0.205,5,15,19,15
5477,popularity|Romance|Mystery,+0.597|+0.472|+0.278,7,13,14,11
5476,Mystery|Fantasy|classic,+0.416|+0.368|+0.368,14,6,6,10
5474,Comedy|modern|popularity,+0.582|+0.425|+0.411,15,5,16,19
5475,contemporary|popularity|modern,+0.774|+0.503|+0.220,11,9,7,4
5473,Thriller|Mystery|popularity,+0.865|+0.475|+0.437,7,13,8,6
5472,retro|Comedy|popularity,+0.546|+0.474|+0.268,12,8,0,0
5471,Crime|popularity|modern,+0.777|+0.559|+0.270,5,15,9,7
5470,popularity|retro|Sci-Fi,+0.558|+0.401|+0.368,10,10,19,14
5469,War|Western|popularity,+0.964|+0.355|+0.339,7,13,8,4
5468,contemporary|popularity|Sci-Fi,+0.745|+0.373|+0.298,8,12,4,5
5466,contemporary|popularity|Animation,+0.858|+0.323|+0.237,13,7,6,5
5467,Western|War|classic,+0.944|+0.375|+0.360,14,6,3,6
5465,popularity|Romance|Musical,+0.408|+0.267|+0.265,15,5,9,8
5464,popularity|Drama|retro,+0.456|+0.242|+0.210,2,18,16,7
5463,popularity|retro|Drama,+0.414|+0.280|+0.267,4,16,12,9
5462,contemporary|popularity|Horror,+0.329|+0.307|+0.232,16,4,3,3
5461,Comedy|popularity|Musical,+0.887|+0.334|+0.227,7,13,13,8
5460,popularity|Comedy|Animation,+0.650|+0.261|+0.214,15,5,19,20
5459,popularity|contemporary|Western,+0.399|+0.379|+0.337,12,8,13,9
5458,Comedy|popularity|Documentary,+0.831|+0.392|+0.208,5,15,14,9
5457,popularity|Crime|Mystery,+0.544|+0.212|+0.206,6,14,18,13
5456,Comedy|popularity|Musical,+0.812|+0.403|+0.221,8,12,16,12
5455,Adventure|Action|Fantasy,+0.727|+0.365|+0.341,16,4,2,3
5454,Action|popularity|Adventure,+0.466|+0.389|+0.301,11,9,17,14
5453,popularity|classic|Thriller,+0.353|+0.315|+0.302,15,5,10,9
5452,Drama|modern|popularity,+0.739|+0.500|+0.335,4,16,3,4
5451,Romance|popularity|classic,+0.674|+0.414|+0.253,11,9,13,15
5450,Animation|popularity|Musical,+0.644|+0.446|+0.378,12,8,9,10
5449,Action|popularity|Adventure,+0.861|+0.408|+0.304,9,11,14,11
5448,classic|niche|contemporary,+0.542|+0.382|+0.328,10,10,5,12
5447,Musical|classic|Western,+0.935|+0.398|+0.343,10,10,1,4
5446,popularity|classic|Western,+0.324|+0.301|+0.300,10,10,9,10
5445,Adventure|popularity|Action,+0.815|+0.379|+0.375,9,11,13,10
5444,Western|popularity|contemporary,+0.398|+0.360|+0.338,16,4,7,6
5443,Romance|Musical|Adventure,+0.895|+0.299|+0.273,12,8,1,0
5442,popularity|modern|Drama,+0.546|+0.508|+0.183,3,17,19,16
5441,contemporary|popularity|Documentary,+0.569|+0.568|+0.213,13,7,14,15
5440,Comedy|modern|popularity,+0.753|+0.380|+0.346,11,9,13,14
5439,contemporary|popularity|Documentary,+0.517|+0.221|+0.213,8,12,6,4
5438,retro|Drama|popularity,+0.574|+0.491|+0.212,13,7,0,0
5437,popularity|Thriller|classic,+0.440|+0.374|+0.363,11,9,12,15
5436,Action|popularity|modern,+0.735|+0.451|+0.323,7,13,17,16
5435,Sci-Fi|popularity|modern,+0.695|+0.481|+0.307,12,8,14,14
5434,classic|War|Western,+0.567|+0.290|+0.280,14,6,3,5
5433,contemporary|popularity|Documentary,+0.787|+0.391|+0.243,12,8,5,9
5432,popularity|Drama|retro,+0.388|+0.351|+0.202,4,16,9,4
5431,modern|popularity|Drama,+0.638|+0.326|+0.168,7,13,10,9
5430,Romance|contemporary|Musical,+0.769|+0.613|+0.361,6,14,5,13
5429,Comedy|popularity|Romance,+0.615|+0.503|+0.194,3,17,14,7
5428,contemporary|popularity|Animation,+0.909|+0.387|+0.268,15,5,5,4
5427,popularity|modern|Drama,+0.495|+0.440|+0.307,9,11,14,12
5426,contemporary|popularity|Animation,+0.734|+0.470|+0.265,11,9,8,6
5425,popularity|contemporary|Documentary,+0.465|+0.319|+0.281,11,9,19,18
5424,popularity|Romance|War,+0.568|+0.435|+0.322,10,10,14,15
5423,popularity|classic|Documentary,+0.436|+0.341|+0.279,8,12,13,18
5422,Comedy|Documentary|Musical,+0.821|+0.175|+0.158,11,9,0,1
5421,retro|popularity|Documentary,+0.684|+0.355|+0.183,9,11,14,13
5420,Fantasy|Animation|Adventure,+0.462|+0.444|+0.301,10,10,0,1
5419,popularity|Documentary|Animation,+0.559|+0.240|+0.217,10,10,19,19
5418,Western|War|classic,+0.946|+0.406|+0.347,17,3,3,5
5417,Sci-Fi|popularity|Fantasy,+0.769|+0.304|+0.283,9,11,10,2
5416,popularity|Crime|Documentary,+0.489|+0.338|+0.322,15,5,20,20
5415,contemporary|popularity|Animation,+0.807|+0.457|+0.299,12,8,9,11
5414,Horror|contemporary|Mystery,+0.860|+0.279|+0.239,11,9,0,2
5413,contemporary|popularity|modern,+0.715|+0.394|+0.260,4,16,5,8
5412,Animation|contemporary|popularity,+0.567|+0.461|+0.416,13,7,10,7
5411,classic|niche|Drama,+0.484|+0.272|+0.263,9,11,4,11
5410,contemporary|classic|popularity,+0.271|+0.244|+0.229,16,4,5,3
5409,contemporary|popularity|Fantasy,+0.299|+0.273|+0.233,14,6,9,9
5408,Horror|classic|Fantasy,+0.547|+0.388|+0.368,13,7,12,15
5407,popularity|Crime|Documentary,+0.446|+0.327|+0.322,13,7,19,19
5406,popularity|War|classic,+0.550|+0.304|+0.261,4,16,9,3
5405,classic|Western|popularity,+0.511|+0.291|+0.279,13,7,2,3
5404,popularity|Sci-Fi|Horror,+0.668|+0.503|+0.318,2,18,19,17
5403,Adventure|Fantasy|Action,+0.925|+0.384|+0.323,11,9,2,4
5402,popularity|Action|Western,+0.694|+0.248|+0.234,5,15,20,15
5401,Fantasy|Animation|Adventure,+0.893|+0.378|+0.366,14,6,3,6
5400,contemporary|popularity|Animation,+0.857|+0.339|+0.324,13,7,4,4
5399,Sci-Fi|popularity|Adventure,+0.849|+0.325|+0.293,11,9,14,7
5398,contemporary|Documentary|modern,+0.353|+0.262|+0.236,15,5,10,14
5397,popularity|classic|Documentary,+0.447|+0.341|+0.306,12,8,19,18
5396,Sci-Fi|popularity|Fantasy,+0.785|+0.393|+0.294,7,13,15,8
5395,contemporary|popularity|Mystery,+0.862|+0.413|+0.267,13,7,4,5
5394,Mystery|Crime|modern,+0.747|+0.298|+0.283,9,11,1,7
5393,Drama|Fantasy|retro,+0.425|+0.218|+0.180,14,6,0,0
5392,popularity|Sci-Fi|Fantasy,+0.662|+0.363|+0.263,10,10,20,19
5391,popularity|retro|Musical,+0.242|+0.203|+0.176,12,8,6,3
5390,Comedy|popularity|Musical,+0.776|+0.396|+0.222,10,10,18,16
5389,Western|popularity|contemporary,+0.380|+0.366|+0.338,17,3,7,6
5388,Action|popularity|War,+0.743|+0.570|+0.230,1,19,18,15
5387,Sci-Fi|popularity|Documentary,+0.514|+0.404|+0.243,9,11,12,16
5386,contemporary|popularity|Western,+0.436|+0.435|+0.375,12,8,12,10
5385,Action|popularity|Sci-Fi,+0.762|+0.471|+0.252,6,14,19,13
5384,Musical|Animation|classic,+0.950|+0.518|+0.423,8,12,5,7
5383,Fantasy|popularity|Sci-Fi,+0.467|+0.460|+0.326,15,5,19,20
5382,contemporary|popularity|Action,+0.835|+0.447|+0.296,13,7,4,5
5381,Comedy|popularity|retro,+0.675|+0.510|+0.379,8,12,13,17
5380,popularity|contemporary|modern,+0.330|+0.249|+0.242,16,4,13,13
5379,contemporary|popularity|Animation,+0.605|+0.415|+0.305,7,13,7,7
5378,retro|contemporary|popularity,+0.285|+0.272|+0.244,12,8,5,3
5377,popularity|Crime|Documentary,+0.673|+0.435|+0.288,13,7,19,19
5376,contemporary|popularity|Documentary,+0.735|+0.419|+0.248,13,7,11,8
5375,Comedy|popularity|modern,+0.752|+0.419|+0.357,7,13,17,14
5374,Romance|popularity|Sci-Fi,+0.321|+0.262|+0.248,15,5,5,4
5373,popularity|Comedy|Animation,+0.587|+0.380|+0.282,13,7,20,19
5372,popularity|contemporary|modern,+0.501|+0.432|+0.259,14,6,11,11
5371,popularity|Crime|Drama,+0.543|+0.197|+0.191,6,14,17,12
5370,popularity|Western|contemporary,+0.411|+0.381|+0.335,16,4,8,7
5369,Drama|popularity|War,+0.688|+0.264|+0.196,8,12,9,7
5368,Thriller|Action|Mystery,+0.834|+0.339|+0.289,12,8,4,6
5366,popularity|modern|Animation,+0.520|+0.502|+0.159,5,15,17,16
5367,classic|War|contemporary,+0.410|+0.320|+0.317,10,10,9,13
5365,modern|Thriller|Animation,+0.531|+0.104|+0.090,12,8,0,2
5364,Fantasy|classic|Mystery,+0.395|+0.355|+0.324,17,3,8,10
5363,Action|popularity|Adventure,+0.824|+0.338|+0.276,14,6,8,8
5362,modern|contemporary|popularity,+0.300|+0.288|+0.248,16,4,9,10
5361,Animation|classic|popularity,+0.342|+0.332|+0.327,4,16,4,3
5360,contemporary|popularity|Animation,+0.643|+0.332|+0.297,7,13,3,7
5359,popularity|Fantasy|contemporary,+0.324|+0.291|+0.244,14,6,6,3
5358,Action|popularity|War,+0.636|+0.445|+0.291,11,9,16,12
5357,popularity|modern|contemporary,+0.581|+0.224|+0.209,10,10,12,9
5355,Thriller|popularity|Mystery,+0.651|+0.550|+0.266,4,16,13,6
5356,Horror|Sci-Fi|retro,+0.840|+0.294|+0.260,11,9,7,9
5354,Action|popularity|modern,+0.772|+0.367|+0.303,12,8,13,14
5353,popularity|Western|contemporary,+0.520|+0.371|+0.320,14,6,10,6
5352,popularity|Western|War,+0.612|+0.207|+0.171,6,14,15,9
5985,popularity|Thriller|Horror,+0.543|+0.382|+0.346,11,9,18,14
5351,Adventure|popularity|Action,+0.819|+0.446|+0.403,5,15,14,11
5350,Fantasy|Animation|Adventure,+0.943|+0.347|+0.345,6,14,5,15
5349,popularity|Animation|modern,+0.328|+0.221|+0.213,18,2,9,8
5348,Horror|Sci-Fi|contemporary,+0.856|+0.261|+0.250,15,5,0,0
5347,contemporary|popularity|Action,+0.778|+0.418|+0.313,14,6,8,6
5346,Animation|Musical|Fantasy,+0.964|+0.515|+0.359,10,10,2,2
5345,Comedy|Romance|Musical,+0.827|+0.175|+0.139,7,13,4,2
5344,popularity|modern|Drama,+0.474|+0.367|+0.307,6,14,17,11
5343,Animation|Musical|popularity,+0.788|+0.522|+0.425,12,8,5,2
5342,Romance|modern|popularity,+0.768|+0.442|+0.318,9,11,4,2
5341,retro|Fantasy|Comedy,+0.571|+0.270|+0.234,13,7,0,0
5340,Mystery|popularity|Fantasy,+0.476|+0.361|+0.333,17,3,9,7
5339,popularity|contemporary|Animation,+0.653|+0.257|+0.247,13,7,18,18
5338,Sci-Fi|Horror|Adventure,+0.770|+0.284|+0.272,13,7,3,1
5337,Animation|Musical|Fantasy,+0.936|+0.498|+0.354,14,6,0,0
5336,Action|popularity|Adventure,+0.841|+0.417|+0.267,6,14,16,11
5335,Western|popularity|classic,+0.629|+0.587|+0.261,13,7,5,12
5334,contemporary|Musical|Animation,+0.857|+0.239|+0.212,9,11,2,8
5333,Thriller|popularity|modern,+0.720|+0.341|+0.323,2,18,7,3
5332,Action|popularity|Adventure,+0.903|+0.399|+0.297,8,12,12,9
5331,popularity|War|Action,+0.754|+0.396|+0.234,7,13,20,20
5330,Drama|modern|popularity,+0.653|+0.499|+0.275,8,12,11,10
5329,classic|Documentary|popularity,+0.471|+0.370|+0.308,9,11,14,18
5328,Horror|Sci-Fi|popularity,+0.841|+0.295|+0.276,6,14,7,6
5327,Fantasy|modern|Animation,+0.805|+0.333|+0.333,15,5,1,5
